gmDate,seasonYR,teamAbbr,teamLoc,teamRslt,teamDayOff,teamTO,teamPF,teamFGA,teamFGM,teamFTA,teamFTM,teamORB,teamDRB,teamEFG%,teamTREB%,teamTO%,teamFT%
2015-01-03,2014,PHI,0,0,1,21,19,79,32,26,18,15,30,46.2,51.1364,18.8442,69.23
2015-01-03,2014,LAC,1,1,3,9,19,85,46,26,20,9,34,62.94,48.8636,8.5357,76.92
2015-01-04,2014,DAL,0,1,2,10,20,78,44,11,9,4,32,64.1,48.6486,10.7712,81.82
2015-01-04,2014,CLE,1,0,2,14,14,86,35,17,12,12,26,45.35,51.3514,13.0257,70.59
2015-01-04,2014,SAC,0,0,3,16,15,75,32,36,28,5,36,44.67,45.5556,14.9757,77.78
2015-01-04,2014,DET,1,1,2,13,27,91,45,16,12,8,41,56.04,54.4444,11.7075,75.0
2015-01-04,2014,BKN,0,0,2,11,23,86,34,13,9,10,28,43.6,47.5,10.7087,69.23
2015-01-04,2014,MIA,1,1,1,16,20,67,31,28,21,8,34,50.0,52.5,16.7856,75.0
2015-01-04,2014,MIL,0,1,2,19,20,77,35,27,21,14,34,48.05,57.1429,17.6122,77.78
2015-01-04,2014,NY,1,0,2,18,20,76,31,14,11,7,29,46.71,42.8571,17.9712,78.57
2015-01-04,2014,TOR,0,0,2,21,24,83,38,29,24,9,34,51.2,51.1905,17.9856,82.76
2015-01-04,2014,PHO,1,1,2,17,29,89,48,28,21,8,33,58.43,48.8095,14.3678,75.0
2015-01-04,2014,IND,0,0,2,16,21,90,33,18,13,16,34,41.11,57.4713,14.0449,72.22
2015-01-04,2014,LAL,1,1,2,11,20,71,27,30,28,5,32,42.25,42.5287,11.5546,93.33
2015-01-05,2014,CLE,0,0,1,13,13,85,33,22,15,13,30,45.29,50.0,12.0728,68.18
2015-01-05,2014,PHI,1,1,2,17,24,79,38,15,12,8,35,52.53,50.0,16.5692,80.0
2015-01-05,2014,CHA,0,1,2,16,22,78,38,23,22,12,36,52.56,59.2593,15.3669,95.65
2015-01-05,2014,BOS,1,0,2,6,23,91,36,23,16,10,23,43.41,40.7407,5.6012,69.57
2015-01-05,2014,DAL,0,1,1,11,17,94,37,19,12,14,37,44.68,49.5146,9.7036,63.16
2015-01-05,2014,BKN,1,0,1,15,21,84,33,23,19,7,45,41.07,50.4854,13.7463,82.61
2015-01-05,2014,HOU,0,0,2,16,27,102,47,5,3,16,25,50.0,46.5909,13.3111,60.0
2015-01-05,2014,CHI,1,1,2,17,13,85,41,30,27,17,30,51.18,53.4091,14.7569,90.0
2015-01-05,2014,NY,0,0,1,21,17,76,33,13,9,7,30,48.68,45.122,20.4439,69.23
2015-01-05,2014,MEM,1,1,2,17,15,82,43,19,12,11,34,56.71,54.878,15.8346,63.16
2015-01-05,2014,DEN,0,1,2,12,22,84,46,16,11,9,32,58.93,49.3976,11.645999999999999,68.75
2015-01-05,2014,MIN,1,0,2,13,17,89,38,18,15,15,27,48.31,50.6024,11.8268,83.33
2015-01-05,2014,WAS,0,1,2,12,15,79,38,17,14,11,29,49.37,50.6329,12.1852,82.35
2015-01-05,2014,NO,1,0,3,18,18,74,33,17,13,10,29,48.65,49.3671,18.0941,76.47
2015-01-05,2014,IND,0,1,1,10,24,74,35,30,28,8,27,52.03,46.0526,10.2881,93.33
2015-01-05,2014,UTA,1,0,2,10,24,81,35,34,27,14,27,45.68,53.9474,9.4375,79.41
2015-01-05,2014,LAL,0,0,1,10,20,88,37,20,16,11,38,44.32,52.1277,9.3633,80.0
2015-01-05,2014,POR,1,1,2,9,12,83,33,24,21,10,35,46.39,47.8723,8.7754,87.5
2015-01-05,2014,OKC,0,0,3,12,25,98,30,34,26,20,39,33.16,52.2124,9.6031,76.47
2015-01-05,2014,GS,1,1,3,12,22,88,41,32,20,10,44,55.11,47.7876,10.5189,62.5
2015-01-05,2014,ATL,0,1,2,12,23,81,36,33,22,7,34,52.47,47.6744,11.1607,66.67
2015-01-05,2014,LAC,1,0,2,21,25,74,33,33,25,8,37,49.32,52.3256,19.1746,75.76
2015-01-06,2014,PHO,0,1,2,20,16,81,37,27,21,12,34,50.0,51.1111,17.7179,77.78
2015-01-06,2014,MIL,1,0,2,17,21,88,37,22,19,13,31,43.75,48.8889,14.8239,86.36
2015-01-06,2014,DET,0,1,2,15,28,87,41,28,20,15,30,48.85,52.3256,13.1211,71.43
2015-01-06,2014,SA,1,0,3,17,21,79,36,34,23,13,28,51.27,47.6744,15.3208,67.65
2015-01-07,2014,NO,0,0,2,14,20,80,36,24,16,9,34,48.75,50.0,13.3894,66.67
2015-01-07,2014,CHA,1,1,2,12,18,86,37,26,20,9,34,45.35,50.0,10.9649,76.92
2015-01-07,2014,HOU,0,1,2,17,22,86,39,24,15,19,31,52.33,57.4713,14.9701,62.5
2015-01-07,2014,CLE,1,0,2,15,18,82,34,19,15,13,24,47.56,42.5287,14.2369,78.95
2015-01-07,2014,MIL,0,1,1,26,26,76,41,11,7,7,36,59.21,49.4253,24.3355,63.64
2015-01-07,2014,PHI,1,0,2,24,19,83,25,29,25,15,29,31.33,50.5747,20.0401,86.21
2015-01-07,2014,NY,0,0,2,15,22,82,34,16,12,10,31,48.17,48.2353,14.4175,75.0
2015-01-07,2014,WAS,1,1,2,16,13,76,39,21,15,9,35,56.58,51.7647,15.804,71.43
2015-01-07,2014,MEM,0,0,2,21,21,79,35,11,11,8,31,47.47,51.3158,20.0305,100.0
2015-01-07,2014,ATL,1,1,2,18,15,72,32,23,19,8,29,53.47,48.6842,17.9784,82.61
2015-01-07,2014,BOS,0,1,2,7,26,88,35,17,14,11,30,42.61,45.0549,6.8306,82.35
2015-01-07,2014,BKN,1,0,2,18,18,74,30,26,18,11,39,42.57,54.9451,17.4014,69.23
2015-01-07,2014,UTA,0,1,2,16,20,78,37,24,18,14,34,50.64,52.7473,15.3022,75.0
2015-01-07,2014,CHI,1,0,2,16,20,84,28,20,15,16,27,36.9,47.2527,14.7059,75.0
2015-01-07,2014,DET,0,1,1,16,17,97,43,14,12,18,42,49.48,58.2524,13.4273,85.71
2015-01-07,2014,DAL,1,0,2,14,15,87,38,18,13,9,34,47.13,41.7476,12.8535,72.22
2015-01-07,2014,ORL,0,0,4,16,24,88,35,16,12,10,32,44.32,47.191,14.4092,75.0
2015-01-07,2014,DEN,1,1,2,21,17,74,33,26,20,6,41,49.32,52.809,19.7294,76.92
2015-01-07,2014,PHO,0,1,1,13,20,96,46,19,16,14,27,50.52,47.1264,11.077,84.21
2015-01-07,2014,MIN,1,0,2,22,17,92,44,19,16,16,30,51.63,52.8736,17.9797,84.21
2015-01-07,2014,OKC,0,0,2,24,25,89,29,23,16,15,39,37.64,50.9434,19.4932,69.57
2015-01-07,2014,SAC,1,1,3,16,17,92,36,28,22,13,39,44.57,49.0566,13.2979,78.57
2015-01-07,2014,IND,0,0,2,17,19,81,37,23,22,5,36,49.38,51.25,15.7233,95.65
2015-01-07,2014,GS,1,1,2,11,23,91,45,20,15,10,29,56.04,48.75,9.9278,75.0
2015-01-07,2014,LAL,0,0,2,13,20,85,37,17,10,9,37,46.47,52.2727,12.3246,58.82
2015-01-07,2014,LAC,1,1,2,6,16,85,40,30,22,8,34,54.12,47.7273,5.7582,73.33
2015-01-08,2014,CHA,0,1,1,8,18,88,42,22,15,9,37,50.0,52.2727,7.57,68.18
2015-01-08,2014,TOR,1,0,4,14,21,83,33,25,19,8,34,45.78,47.7273,12.963,76.0
2015-01-08,2014,HOU,0,1,1,19,23,77,41,32,22,7,29,63.64,48.6486,17.2602,68.75
2015-01-08,2014,NY,1,0,1,21,22,80,37,21,11,10,28,53.13,51.3514,19.0493,52.38
2015-01-08,2014,MIA,0,0,4,9,13,77,29,30,22,10,32,39.61,45.6522,9.0726,73.33
2015-01-08,2014,POR,1,1,3,7,21,95,40,15,11,15,35,46.32,54.3478,6.4457,73.33
2015-01-09,2014,BOS,0,0,2,11,27,103,41,16,11,13,37,44.66,47.1698,9.0879,68.75
2015-01-09,2014,IND,1,1,2,17,18,92,34,34,30,16,40,41.85,52.8302,13.7141,88.24
2015-01-09,2014,PHI,0,1,2,14,22,79,36,17,10,11,27,50.63,47.5,13.9331,58.82
2015-01-09,2014,BKN,1,0,2,18,19,73,33,27,19,9,33,47.26,52.5,17.4961,70.37
2015-01-09,2014,ATL,0,1,2,14,13,82,40,24,16,6,43,54.88,51.5789,13.1381,66.67
2015-01-09,2014,DET,1,0,2,8,19,96,38,18,14,11,35,46.35,48.4211,7.148,77.78
2015-01-09,2014,MEM,0,0,2,11,18,82,36,22,17,13,31,47.56,48.3516,10.7129,77.27
2015-01-09,2014,NO,1,1,2,10,20,81,37,26,22,13,34,51.85,51.6484,9.7618,84.62
2015-01-09,2014,UTA,0,0,2,20,14,74,36,22,15,9,35,53.38,53.6585,19.2901,68.18
2015-01-09,2014,OKC,1,1,2,14,18,91,42,9,8,9,29,50.0,46.3415,12.8488,88.89
2015-01-09,2014,CHI,0,0,2,16,15,83,32,19,12,11,35,44.58,48.9362,14.9031,63.16
2015-01-09,2014,WAS,1,1,2,13,18,86,41,19,12,12,36,52.33,51.0638,12.1088,63.16
2015-01-09,2014,MIN,0,0,2,20,14,79,32,17,14,13,27,44.3,50.6329,18.7829,82.35
2015-01-09,2014,MIL,1,1,2,23,21,75,39,10,8,9,30,60.0,49.3671,22.4609,80.0
2015-01-09,2014,PHO,0,0,2,20,20,83,37,21,14,9,39,48.8,54.5455,17.819000000000003,66.67
2015-01-09,2014,SA,1,1,3,15,20,89,38,18,13,7,33,48.88,45.4545,13.4024,72.22
2015-01-09,2014,DEN,0,1,2,11,25,85,47,28,19,10,29,58.24,50.6494,10.1551,67.86
2015-01-09,2014,SAC,1,0,2,15,17,86,42,24,18,12,26,52.33,49.3506,13.4457,75.0
2015-01-09,2014,CLE,0,0,2,16,14,86,35,23,17,14,31,44.77,50.5618,14.2704,73.91
2015-01-09,2014,GS,1,1,2,13,20,86,43,17,16,9,35,55.81,49.4382,12.2089,94.12
2015-01-09,2014,ORL,0,0,2,16,27,76,30,23,18,4,32,43.42,37.5,15.6678,78.26
2015-01-09,2014,LAL,1,1,2,14,21,90,36,31,22,18,42,43.89,62.5,11.9007,70.97
2015-01-10,2014,CHA,0,1,2,16,14,78,39,33,25,11,40,54.49,63.75,14.7438,75.76
2015-01-10,2014,NY,1,0,2,13,24,85,33,9,8,4,25,43.53,36.25,12.7501,88.89
2015-01-10,2014,DAL,0,0,3,11,18,86,38,17,12,8,32,51.16,45.977,10.5283,70.59
2015-01-10,2014,LAC,1,1,3,11,17,88,46,21,15,9,38,59.66,54.023,10.1626,71.43
2015-01-10,2014,BKN,0,0,1,14,23,88,37,10,10,9,37,47.16,51.1111,13.1579,100.0
2015-01-10,2014,DET,1,1,1,11,10,80,34,26,19,9,35,49.38,48.8889,10.738,73.08
2015-01-10,2014,IND,0,0,1,13,27,87,29,42,30,19,35,35.63,55.102,10.9723,71.43
2015-01-10,2014,PHI,1,1,1,17,31,80,32,25,18,12,32,46.88,44.898,15.7407,72.0
2015-01-10,2014,BOS,0,0,1,18,21,83,39,20,12,9,34,50.6,47.2527,16.3934,60.0
2015-01-10,2014,TOR,1,1,2,13,20,91,41,19,14,15,33,52.2,52.7473,11.57,73.68
2015-01-10,2014,MIL,0,0,1,11,24,81,36,16,12,12,25,46.3,42.0455,11.1066,75.0
2015-01-10,2014,CHI,1,1,1,14,18,88,35,24,21,22,29,42.05,57.9545,12.4378,87.5
2015-01-10,2014,UTA,0,0,1,31,17,70,29,21,19,9,32,45.0,55.4054,28.1205,90.48
2015-01-10,2014,HOU,1,1,2,20,20,77,33,21,18,8,25,51.3,44.5946,18.8253,85.71
2015-01-10,2014,SA,0,1,1,12,19,84,41,20,17,9,36,54.17,51.7241,11.4504,85.0
2015-01-10,2014,MIN,1,0,1,13,18,81,32,26,26,7,35,41.36,48.2759,12.3293,100.0
2015-01-10,2014,ORL,0,0,1,16,22,92,37,20,15,17,32,41.85,53.2609,13.6986,75.0
2015-01-10,2014,POR,1,1,2,20,17,76,36,26,21,6,37,53.95,46.7391,18.615,80.77
2015-01-11,2014,WAS,0,0,2,20,16,76,36,15,12,8,31,50.66,48.1481,19.4932,80.0
2015-01-11,2014,ATL,1,1,2,9,15,89,42,24,20,13,29,56.18,51.8519,8.2903,83.33
2015-01-11,2014,MIA,0,1,3,13,20,81,39,24,20,15,31,51.85,63.0137,12.4331,83.33
2015-01-11,2014,LAC,1,0,1,13,24,75,34,18,13,6,21,51.33,36.9863,13.552999999999999,72.22
2015-01-11,2014,PHO,0,0,2,21,27,100,42,23,18,9,37,46.0,46.0,16.0159,78.26
2015-01-11,2014,MEM,1,1,2,24,25,100,48,24,17,11,43,52.5,54.0,17.8359,70.83
2015-01-11,2014,CLE,0,0,2,14,18,78,33,12,7,6,35,49.36,47.6744,14.3914,58.33
2015-01-11,2014,SAC,1,1,2,5,11,86,42,17,13,7,38,52.33,52.3256,5.0772,76.47
2015-01-11,2014,POR,0,1,1,11,18,86,41,17,11,6,37,55.23,48.8636,10.5283,64.71
2015-01-11,2014,LAL,1,0,2,13,22,81,36,19,15,7,38,48.77,51.1364,12.7003,78.95
2015-01-12,2014,NO,0,0,3,18,23,75,31,37,32,16,29,45.33,50.5618,16.4714,86.49
2015-01-12,2014,BOS,1,1,2,11,23,88,37,31,26,17,27,46.59,49.4382,9.7656,83.87
2015-01-12,2014,HOU,0,1,2,14,18,86,41,20,15,12,30,56.98,50.6024,12.8676,75.0
2015-01-12,2014,BKN,1,0,2,16,18,84,39,18,16,11,30,49.4,49.3976,14.8258,88.89
2015-01-12,2014,DET,0,1,2,8,15,96,41,31,25,17,29,46.35,52.2727,6.8004,80.65
2015-01-12,2014,TOR,1,0,2,19,20,87,47,14,10,10,32,58.05,47.7273,16.9401,71.43
2015-01-12,2014,ORL,0,1,2,11,25,81,48,29,18,2,32,63.58,44.1558,10.5002,62.07
2015-01-12,2014,CHI,1,0,2,14,20,84,41,33,24,11,32,53.57,55.8442,12.4422,72.73
2015-01-13,2014,MIN,0,1,3,17,23,87,41,19,18,7,27,52.87,45.3333,15.1299,94.74
2015-01-13,2014,IND,1,0,3,18,19,80,39,30,18,10,31,51.88,54.6667,16.1871,60.0
2015-01-13,2014,ATL,0,1,2,19,17,87,42,16,9,15,32,55.17,57.3171,16.8082,56.25
2015-01-13,2014,PHI,1,0,3,19,22,76,31,25,16,12,23,46.71,42.6829,17.9245,64.0
2015-01-13,2014,SA,0,0,3,9,17,96,38,12,8,8,26,44.27,41.4634,8.161,66.67
2015-01-13,2014,WAS,1,1,2,15,14,75,37,24,21,8,40,53.33,58.5366,14.9165,87.5
2015-01-13,2014,CLE,0,0,2,19,21,82,36,20,15,16,26,51.83,55.2632,17.3042,75.0
2015-01-13,2014,PHO,1,1,2,11,20,76,40,27,20,9,25,57.24,44.7368,11.1246,74.07
2015-01-13,2014,GS,0,1,4,10,16,91,46,13,11,6,25,57.69,41.3333,9.3703,84.62
2015-01-13,2014,UTA,1,0,3,17,18,81,39,24,20,11,33,52.47,58.6667,15.6595,83.33
2015-01-13,2014,DAL,0,1,3,10,25,100,43,23,16,12,32,46.0,42.7184,8.325,69.57
2015-01-13,2014,SAC,1,0,2,20,26,86,38,34,27,12,47,44.77,57.2816,16.5344,79.41
2015-01-13,2014,MIA,0,1,2,19,16,78,33,15,10,9,43,43.59,53.0612,18.3398,66.67
2015-01-13,2014,LAL,1,0,2,12,14,92,29,18,13,13,33,33.7,46.9388,10.7219,72.22
2015-01-14,2014,SA,0,1,1,14,27,85,37,20,16,6,36,48.24,46.6667,12.987,80.0
2015-01-14,2014,CHA,1,0,4,11,18,86,33,35,23,15,33,40.7,53.3333,9.7865,65.71
2015-01-14,2014,HOU,0,0,2,21,19,83,42,23,20,10,28,56.02,49.3506,18.4017,86.96
2015-01-14,2014,ORL,1,1,2,17,19,90,44,26,23,10,29,53.89,50.6494,14.3533,88.46
2015-01-14,2014,MEM,0,1,3,9,19,83,39,29,22,14,27,48.8,53.2468,8.5911,75.86
2015-01-14,2014,BKN,1,0,2,19,25,75,36,12,10,6,30,54.67,46.7532,19.1378,83.33
2015-01-14,2014,NO,0,1,2,13,18,80,39,23,19,11,36,53.75,61.038999999999994,12.6067,82.61
2015-01-14,2014,DET,1,0,2,8,16,73,34,23,18,3,27,52.05,38.961,8.7796,78.26
2015-01-14,2014,PHI,0,0,1,12,22,80,31,31,19,11,34,40.63,47.8723,11.3593,61.29
2015-01-14,2014,TOR,1,1,2,17,24,82,38,22,14,10,39,52.44,52.1277,15.6423,63.64
2015-01-14,2014,WAS,0,1,1,15,24,78,40,25,20,10,33,54.49,56.5789,14.4231,80.0
2015-01-14,2014,CHI,1,0,2,13,21,79,34,24,18,8,25,51.27,43.4211,12.6755,75.0
2015-01-14,2014,ATL,0,1,1,12,12,73,36,27,23,6,29,56.16,46.6667,12.3865,85.19
2015-01-14,2014,BOS,1,0,2,17,23,83,34,14,12,13,27,47.59,53.3333,16.0136,85.71
2015-01-14,2014,DAL,0,0,1,9,25,100,41,20,16,10,29,45.5,43.3333,7.6401,80.0
2015-01-14,2014,DEN,1,1,5,16,25,82,41,35,28,11,40,52.44,56.6667,14.1093,80.0
2015-01-14,2014,MIA,0,0,1,19,19,71,30,27,23,11,30,46.48,53.2468,18.6494,85.19
2015-01-14,2014,GS,1,1,1,13,21,81,38,19,15,10,26,54.94,46.7532,12.7003,78.95
2015-01-14,2014,LAC,0,1,3,7,22,88,37,19,18,7,37,46.59,47.8261,6.7724,94.74
2015-01-14,2014,POR,1,0,3,13,18,87,35,20,18,11,37,43.68,52.1739,11.9485,90.0
2015-01-15,2014,NY,0,0,5,21,32,68,28,20,15,5,31,47.06,45.0,21.4724,75.0
2015-01-15,2014,MIL,1,1,5,15,17,72,28,42,31,14,30,44.44,55.0,14.2207,73.81
2015-01-15,2014,OKC,0,0,6,17,19,81,35,28,20,10,33,50.0,51.1905,15.4097,71.43
2015-01-15,2014,HOU,1,1,1,14,19,86,41,19,14,11,30,56.98,48.8095,12.9199,73.68
2015-01-15,2014,CLE,0,1,2,9,15,79,37,36,26,13,27,52.53,53.3333,8.6672,72.22
2015-01-15,2014,LAL,1,0,2,12,26,76,39,23,16,8,27,56.58,46.6667,12.2299,69.57
2015-01-16,2014,DET,0,1,2,18,17,85,32,24,21,15,34,45.29,52.6882,15.8507,87.5
2015-01-16,2014,IND,1,0,3,12,20,89,40,12,10,12,32,48.31,47.3118,11.2909,83.33
2015-01-16,2014,MEM,0,1,2,11,19,87,40,29,23,9,38,47.7,54.6512,9.9314,79.31
2015-01-16,2014,ORL,1,0,2,15,22,79,36,20,15,5,34,51.27,45.3488,14.5914,75.0
2015-01-16,2014,NO,0,0,2,20,19,75,29,29,19,15,40,41.33,58.5106,18.5598,65.52
2015-01-16,2014,PHI,1,1,2,10,20,80,36,27,17,9,30,49.38,41.4894,9.8155,62.96
2015-01-16,2014,BKN,0,1,2,10,19,81,37,31,24,8,31,48.15,51.3158,9.5566,77.42
2015-01-16,2014,WAS,1,0,2,19,26,73,31,16,14,8,29,45.21,48.6842,19.1842,87.5
2015-01-16,2014,CHI,0,1,2,7,14,89,48,12,10,8,28,61.24,44.4444,6.9115,83.33
2015-01-16,2014,BOS,1,0,2,14,16,85,42,16,14,11,34,52.35,55.5556,13.2026,87.5
2015-01-16,2014,ATL,0,1,2,17,17,69,42,16,14,4,28,69.57,47.7612,18.2717,87.5
2015-01-16,2014,TOR,1,0,2,19,16,82,35,17,13,12,23,46.34,52.2388,17.5147,76.47
2015-01-16,2014,GS,0,0,2,14,14,92,42,28,22,13,30,50.54,44.3299,11.8323,78.57
2015-01-16,2014,OKC,1,1,1,14,21,97,51,19,15,16,38,57.73,55.6701,11.7292,78.95
2015-01-16,2014,DEN,0,0,2,15,27,83,34,25,12,13,39,46.39,50.0,13.7615,48.0
2015-01-16,2014,DAL,1,1,2,15,23,79,33,29,23,10,42,46.84,50.0,14.0502,79.31
2015-01-16,2014,POR,0,0,2,16,15,74,37,20,16,2,30,54.05,39.5062,16.1943,80.0
2015-01-16,2014,SA,1,1,2,13,18,94,42,17,15,15,34,50.53,60.4938,11.3557,88.24
2015-01-16,2014,MIN,0,0,3,12,14,91,42,12,7,13,23,50.55,43.9024,11.0824,58.33
2015-01-16,2014,PHO,1,1,3,16,16,87,48,11,9,15,31,58.05,56.0976,14.8368,81.82
2015-01-16,2014,LAL,0,0,1,21,9,65,31,27,20,8,34,50.0,52.5,21.4548,74.07
2015-01-16,2014,UTA,1,1,3,13,21,85,36,10,10,12,26,49.41,47.5,12.6953,100.0
2015-01-16,2014,MIA,0,1,2,10,15,74,35,21,17,6,32,52.7,52.0548,10.725,80.95
2015-01-16,2014,SAC,1,0,3,15,20,75,32,14,12,6,29,47.33,47.9452,15.599,85.71
2015-01-16,2014,CLE,0,1,1,20,30,83,46,31,24,12,32,61.45,50.5747,17.1468,77.42
2015-01-16,2014,LAC,1,0,2,13,21,91,43,36,25,17,26,52.75,49.4253,10.8478,69.44
2015-01-17,2014,IND,0,0,1,20,23,84,30,13,9,7,49,36.9,49.1228,18.2282,69.23
2015-01-17,2014,CHA,1,1,3,7,16,101,31,25,16,14,44,31.68,50.8772,5.8824,64.0
2015-01-17,2014,PHI,0,0,1,22,16,82,38,7,6,10,32,50.61,47.191,20.5454,85.71
2015-01-17,2014,DET,1,1,1,16,16,88,38,19,16,18,29,51.7,52.809,14.2399,84.21
2015-01-17,2014,ATL,0,1,1,10,19,84,40,21,16,9,31,54.17,48.1928,9.6862,76.19
2015-01-17,2014,CHI,1,0,1,13,21,80,37,20,16,7,36,51.88,51.8072,12.7701,80.0
2015-01-17,2014,GS,0,1,1,14,21,91,50,33,22,12,37,59.89,55.6818,11.7135,66.67
2015-01-17,2014,HOU,1,0,2,18,24,88,37,34,25,10,29,46.02,44.3182,14.880999999999998,73.53
2015-01-17,2014,WAS,0,1,1,13,15,77,40,27,14,13,36,55.19,55.0562,12.7601,51.85
2015-01-17,2014,BKN,1,0,1,10,20,82,36,18,14,11,29,46.34,44.9438,10.008,77.78
2015-01-17,2014,POR,0,0,1,7,22,93,36,15,13,15,25,45.7,44.4444,6.5666,86.67
2015-01-17,2014,MEM,1,1,1,14,18,77,39,24,16,11,39,55.84,55.5556,13.785,66.67
2015-01-17,2014,MIN,0,1,1,15,18,80,43,21,19,8,35,58.75,52.43899999999999,14.3899,90.48
2015-01-17,2014,DEN,1,0,1,10,20,92,38,22,19,13,26,46.74,47.56100000000001,8.9542,86.36
2015-01-17,2014,LAC,0,1,1,5,22,92,44,31,20,11,23,52.72,38.6364,4.5192,64.52
2015-01-17,2014,SAC,1,0,1,18,25,89,41,26,21,22,32,48.88,61.3636,15.1976,80.77
2015-01-18,2014,NO,0,1,2,18,20,82,39,20,12,11,30,50.61,52.5641,16.5441,60.0
2015-01-18,2014,TOR,1,0,2,15,18,72,31,29,24,7,30,47.92,47.4359,15.0361,82.76
2015-01-18,2014,OKC,0,1,2,20,24,83,48,32,22,10,44,63.25,62.068999999999996,17.0823,68.75
2015-01-18,2014,ORL,1,0,2,18,29,88,35,27,21,10,23,44.32,37.931,15.2698,77.78
2015-01-18,2014,UTA,0,0,2,15,17,84,28,16,10,12,36,35.12,49.4845,14.1456,62.5
2015-01-18,2014,SA,1,1,2,10,14,80,31,23,19,11,38,43.75,50.5155,9.988,82.61
2015-01-19,2014,MIN,0,0,2,17,20,80,29,20,16,10,32,40.0,47.191,16.0681,80.0
2015-01-19,2014,CHA,1,1,2,11,20,89,40,19,13,10,37,51.69,52.809,10.1513,68.42
2015-01-19,2014,PHI,0,0,2,16,17,85,28,23,14,10,20,36.47,36.1446,14.3988,60.87
2015-01-19,2014,WAS,1,1,2,23,22,81,45,18,14,13,40,59.88,63.8554,20.5504,77.78
2015-01-19,2014,DET,0,0,2,19,17,82,29,26,15,20,41,40.85,59.2233,16.8979,57.69
2015-01-19,2014,ATL,1,1,2,11,19,84,37,14,10,5,37,49.4,40.7767,10.8739,71.43
2015-01-19,2014,BOS,0,0,3,14,14,84,33,21,15,12,31,46.43,49.4253,13.0548,71.43
2015-01-19,2014,LAC,1,1,2,11,14,82,39,19,15,10,34,53.05,50.5747,10.8524,78.95
2015-01-19,2014,DEN,0,0,2,16,19,87,30,19,12,8,31,38.51,42.3913,14.3678,63.16
2015-01-19,2014,GS,1,1,2,13,14,81,44,27,21,7,46,62.35,57.6087,12.2781,77.78
2015-01-19,2014,DAL,0,1,3,13,22,76,34,33,25,12,30,51.32,50.0,12.558,75.76
2015-01-19,2014,MEM,1,0,2,13,23,85,36,22,20,9,33,44.12,50.0,12.0728,90.91
2015-01-19,2014,IND,0,0,2,19,21,85,39,18,14,11,32,49.41,52.43899999999999,16.9764,77.78
2015-01-19,2014,HOU,1,1,2,20,19,72,37,33,24,7,32,59.72,47.56100000000001,18.7758,72.73
2015-01-19,2014,NO,0,0,1,11,17,84,35,20,14,20,30,46.43,59.5238,10.5973,70.0
2015-01-19,2014,NY,1,1,4,4,14,78,38,17,13,9,25,55.13,40.4762,4.4703,76.47
2015-01-19,2014,CHI,0,0,2,8,16,80,30,32,26,11,29,42.5,42.5532,7.837000000000001,81.25
2015-01-19,2014,CLE,1,1,3,12,19,90,41,25,18,20,34,50.0,57.4468,10.6195,72.0
2015-01-19,2014,TOR,0,1,1,16,20,90,36,24,14,20,34,43.33,55.6701,13.7268,58.33
2015-01-19,2014,MIL,1,0,4,17,22,76,34,25,16,11,32,48.03,44.3299,16.3462,64.0
2015-01-19,2014,SAC,0,0,2,23,22,76,34,30,22,11,42,47.37,60.2273,20.4991,73.33
2015-01-19,2014,POR,1,1,2,13,21,88,35,26,17,9,26,46.02,39.7727,11.5617,65.38
2015-01-19,2014,LAL,0,0,3,23,20,75,34,35,24,13,33,50.67,52.8736,20.2822,68.57
2015-01-19,2014,PHO,1,1,3,15,22,86,43,22,16,10,31,57.56,47.1264,13.5526,72.73
2015-01-20,2014,OKC,0,1,2,11,23,92,41,10,6,12,30,47.83,53.8462,10.2421,60.0
2015-01-20,2014,MIA,1,0,4,21,16,68,32,19,14,4,32,52.94,46.1538,21.5694,73.68
2015-01-20,2014,SA,0,1,2,16,27,84,38,27,22,14,30,51.79,51.1628,14.300999999999998,81.48
2015-01-20,2014,DEN,1,0,1,16,23,79,37,29,20,12,30,50.0,48.8372,14.8478,68.97
2015-01-21,2014,MIA,0,0,1,7,22,84,29,15,13,10,31,37.5,42.268,7.1721,86.67
2015-01-21,2014,CHA,1,1,2,14,16,80,27,30,20,20,36,36.25,57.732,13.0597,66.67
2015-01-21,2014,UTA,0,0,3,20,22,84,35,18,14,16,26,46.43,48.2759,17.8699,77.78
2015-01-21,2014,CLE,1,1,2,14,12,81,42,25,17,15,30,54.94,51.7241,13.2075,68.0
2015-01-21,2014,NY,0,1,2,12,22,91,37,20,17,18,34,44.51,54.7368,10.7335,85.0
2015-01-21,2014,PHI,1,0,2,14,19,79,29,32,25,15,28,41.77,45.2632,13.0743,78.13
2015-01-21,2014,IND,0,0,2,18,21,78,31,26,24,10,32,42.95,49.4118,16.7535,92.31
2015-01-21,2014,ATL,1,1,2,16,23,78,39,26,19,9,34,58.33,50.5882,15.1745,73.08
2015-01-21,2014,ORL,0,0,3,14,21,97,48,16,16,13,29,52.58,48.2759,11.8604,100.0
2015-01-21,2014,DET,1,1,2,15,17,94,49,24,20,11,34,57.45,51.7241,12.546,83.33
2015-01-21,2014,TOR,0,0,2,14,25,85,27,32,27,21,29,34.71,52.6316,12.3806,84.38
2015-01-21,2014,MEM,1,1,2,13,24,74,34,29,23,9,36,46.62,47.3684,13.0313,79.31
